"readcode","medcode","recK","recK_ID","medcodeid.nealon","originalreadcode.nealon","snomedctconceptid","snomedctdescriptionid.nealon","recN","recN_ID","recLSHTM","recLSHTM_ID","recP","recP_ID","level","originalreadcode.ds","medcodeid.ds","recDS","recDS_ID","readterm","sctid","medcodeid.primis","originalreadcode.primis","readterm.emis","snomedctdescriptionid.primis","recPRIMIS","recPRIMIS_ID","recADD","source","medcodeid","originalreadcode_a","readcode_a","snomedctconceptid_a","snomedctdescriptionid_a","release_a","emiscodecategoryid_a","snomedctconceptid_clean","snomedctdescriptionid_clean","brand","havebrand"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN656921","6569211000006110","DS","329","Influenza virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6569211000006110","^ESCTIN656921","","396425006","1776363011",NA,"31","396425006","1776363011","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN712026","7120261000006117","DS","330","Influenza virus vaccine in nasal dosage form",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7120261000006117","^ESCTIN712026","","430410002","3496250016",NA,"31","430410002","3496250016","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN664433","6644331000006110","DS","331","Influenza virus vaccine triv 45mcg/0.5mL injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6644331000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN664432","6644321000006112","DS","332","Influenza virus vaccine triv 45mcg/0.5mL injection solution 0.5mL syringe",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6644321000006112",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN664113","6641131000006110","DS","333","Influenza virus vaccine trivalent 45mcg/0.5mL injection solution 5mL vial",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6641131000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H3N2","^ESCTIN695539","6955391000006110","DS","334","Influenzavirus type A, avian, H3N2 strain",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6955391000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN920612","9206121000006118","DS","335","Influvac",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9206121000006118",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA82032NEMIS","2022931000033110","DS","336","Influvac Desu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","2022931000033110",NA,NA,NA,NA,NA,NA,"22628411000001107",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1049247","10492471000006112","DS","337","Influvac Desu vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10492471000006112",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1049249","10492491000006113","DS","338","Influvac Desu vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10492491000006113",NA,NA,NA,NA,NA,NA,"22628611000001105",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1049248","10492481000006110","DS","339","Influvac Desu vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10492481000006110",NA,NA,NA,NA,NA,NA,"22628511000001106",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN920611","9206111000006114","DS","340","Influvac Sub-unit",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9206111000006114",NA,NA,NA,NA,NA,NA,"9586401000001101",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA2843","197831000033117","DS","341","Influvac Sub-Unit",NA,NA,NA,NA,NA,NA,NA,NA,"DS","197831000033117",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA127170NEMIS","2394731000033112","DS","342","Influvac Sub-Unit Tetra",NA,NA,NA,NA,NA,NA,NA,NA,"DS","2394731000033112",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199424","11994241000006116","DS","343","Influvac sub-unit Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Mylan)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994241000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199425","11994251000006119","DS","344","Influvac sub-unit Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994251000006119","^ESCT1199425","","35727211000001103","109533001000001118",NA,"31","35727211000001103","109533001000001118","Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1199426","11994261000006117","DS","345","Influvac sub-unit Tetra vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11994261000006117",NA,NA,NA,NA,NA,NA,"35727311000001106",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860464","8604641000006112","DS","346","Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604641000006112",NA,NA,NA,NA,NA,NA,"35727111000001109",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860465","8604651000006114","DS","347","Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604651000006114",NA,NA,NA,NA,NA,NA,"3255111000001104",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN860466","8604661000006111","DS","348","Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8604661000006111",NA,NA,NA,NA,NA,NA,"3255211000001105",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1188861","11888611000006116","DS","349","Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11888611000006116","^ESCT1188861","","3255011000001100","105766701000001112",NA,"31","3255011000001100","105766701000001112","Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1179663","11796631000006110","DS","350","Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11796631000006110",NA,NA,NA,NA,NA,NA,"35727211000001103",NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1185768","11857681000006116","DS","351","Influvac Sub-unit vaccine suspension for injection 0.5ml pre-filled syringes (Mylan) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","11857681000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Viatris UK Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN926272","9262721000006117","DS","352","Intanza",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9262721000006117",NA,NA,NA,NA,NA,NA,"10107301000001101",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN926272","1193031000033117","DS","353","Intanza",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1193031000033117",NA,NA,NA,NA,NA,NA,"10107301000001101",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA36707NEMIS","9262721000006117","DS","354","Intanza",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9262721000006117",NA,NA,NA,NA,NA,NA,"10107301000001101",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA36707NEMIS","1193031000033117","DS","355","Intanza",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1193031000033117",NA,NA,NA,NA,NA,NA,"10107301000001101",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN982247","9822471000006111","DS","356","Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9822471000006111",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN982248","9822481000006114","DS","357","Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9822481000006114",NA,NA,NA,NA,NA,NA,"15506611000001106",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN1029126","10291261000006111","DS","358","Intanza 15microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10291261000006111",NA,NA,NA,NA,NA,NA,"20450611000001104",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN981787","9817871000006116","DS","359","Intanza 9microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9817871000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN981788","9817881000006118","DS","360","Intanza 9microgram strain vaccine suspension for injection 0.1ml pre-filled syringes (sanofi pasteur MSD Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9817881000006118",NA,NA,NA,NA,NA,NA,"15454611000001102",NA,"Sanofi Pasteur MSD Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN677580","6775801000006117","DS","361","Intranasal influenza live virus vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6775801000006117",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN710416","7104161000006111","DS","362","Intranasal influenza live virus vaccine 0.2mL nasal spray",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7104161000006111","^ESCTIN710416","","429493002","2694755016",NA,"31","429493002","2694755016","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN677582","6775821000006110","DS","363","Intranasal influenza live virus vaccine 0.5mL",NA,NA,NA,NA,NA,NA,NA,NA,"DS","6775821000006110",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQIN160","1851101000006110","DS","364","Intranasal influenza vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1851101000006110","EMISNQIN160","","1851101000006106","1851101000006110",NA,"9","1851101000006106","1851101000006110","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN918766","942831000033113","DS","365","Invivac",NA,NA,NA,NA,NA,NA,NA,NA,"DS","942831000033113",NA,NA,NA,NA,NA,NA,NA,NA,"Abbott Healtcare Products Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN918766","9187661000006117","DS","366","Invivac",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9187661000006117",NA,NA,NA,NA,NA,NA,NA,NA,"Abbott Healtcare Products Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA18888NEMIS","942831000033113","DS","367","Invivac",NA,NA,NA,NA,NA,NA,NA,NA,"DS","942831000033113",NA,NA,NA,NA,NA,NA,NA,NA,"Abbott Healtcare Products Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA18888NEMIS","9187661000006117","DS","368","Invivac",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9187661000006117",NA,NA,NA,NA,NA,NA,NA,NA,"Abbott Healtcare Products Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927955","9279551000006119","DS","369","Invivac vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279551000006119",NA,NA,NA,NA,NA,NA,NA,NA,"Abbott Healtcare Products Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTIN927956","9279561000006117","DS","370","Invivac vaccine suspension for injection 0.5ml pre-filled syringes (Abbott Healthcare Products Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9279561000006117",NA,NA,NA,NA,NA,NA,"10306511000001100",NA,"Abbott Healtcare Products Ltd","1"
"8BQ1.00","109648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","8BQ1","2395701000000111","DS","371","Long term indication for seasonal influenza vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","2395701000000111","8BQ1","8BQ1.00","935351000000106","2395701000000111",NA,"9","935351000000106","2395701000000111","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTMA919284","871931000033119","DS","372","Mastaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","871931000033119",NA,NA,NA,NA,NA,NA,NA,NA,"Masta Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTMA919284","9192841000006116","DS","373","Mastaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9192841000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Masta Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA15056NEMIS","871931000033119","DS","374","Mastaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","871931000033119",NA,NA,NA,NA,NA,NA,NA,NA,"Masta Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA15056NEMIS","9192841000006116","DS","375","Mastaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9192841000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Masta Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTMA869372","8693721000006114","DS","376","Mastaflu vaccine suspension for injection 0.5ml pre-filled syringes (Masta Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8693721000006114",NA,NA,NA,NA,NA,NA,NA,NA,"Masta Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTMA869373","8693731000006112","DS","377","Mastaflu vaccine suspension for injection 0.5ml pre-filled syringes (Masta Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8693731000006112","^ESCTMA869373","","4365811000001107","38398501000001115",NA,"31","4365811000001107","38398501000001115","Masta Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTMA869374","8693741000006119","DS","378","Mastaflu vaccine suspension for injection 0.5ml pre-filled syringes (Masta Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","8693741000006119",NA,NA,NA,NA,NA,NA,"4365911000001102",NA,"Masta Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA4808BRIDL","400731000033114","DS","379","Mfv-Ject",NA,NA,NA,NA,NA,NA,NA,NA,"DS","400731000033114",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"9OX4.00","18305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9OX4","285862011","DS","380","Needs influenza immunisation",NA,NA,NA,NA,NA,NA,NA,NA,"DS","285862011","9OX4","9OX4.00","185903001","285862011",NA,"9","185903001","285862011","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTNE473956","4739561000006113","DS","381","Needs influenza immunization",NA,NA,NA,NA,NA,NA,NA,NA,"DS","4739561000006113","^ESCTNE473956","","185903001","285863018",NA,"9","185903001","285863018","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA76842NEMIS","1928331000033117","DS","382","Optaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1928331000033117",NA,NA,NA,NA,NA,NA,NA,NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA76842NEMIS","9262441000006115","DS","383","Optaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9262441000006115",NA,NA,NA,NA,NA,NA,NA,NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTOP926244","1928331000033117","DS","384","Optaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1928331000033117",NA,NA,NA,NA,NA,NA,NA,NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTOP926244","9262441000006115","DS","385","Optaflu",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9262441000006115",NA,NA,NA,NA,NA,NA,NA,NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTOP981118","9811181000006118","DS","386","Optaflu vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9811181000006118",NA,NA,NA,NA,NA,NA,NA,NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTOP1056867","10568671000006119","DS","387","Optaflu vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10568671000006119",NA,NA,NA,NA,NA,NA,"23445511000001105",NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTOP981119","9811191000006115","DS","388","Optaflu vaccine suspension for injection 0.5ml pre-filled syringes (Seqirus Vaccines Ltd) 10 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9811191000006115",NA,NA,NA,NA,NA,NA,"15382411000001108",NA,"Seqirus Vaccines Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic","^ESCT1301418","13014181000006118","DS","389","Pandemrix",NA,NA,NA,NA,NA,NA,NA,NA,"DS","13014181000006118",NA,NA,NA,NA,NA,NA,"10111901000001106",NA,"GlaxoSmithKline UK Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic","DRGA38110NEMIS","1213631000033113","DS","394","Pandemrix (H1N1) Vaccine",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1213631000033113",NA,NA,NA,NA,NA,NA,NA,NA,"GlaxoSmithKline UK Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic","^ESCTPA926361","9263611000006112","DS","395","Pandemrix H1N1",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9263611000006112",NA,NA,NA,NA,NA,NA,NA,NA,"GlaxoSmithKline UK Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic","^ESCTPA983720","9837201000006118","DS","396","Pandemrix vaccine emulsion and suspension for emulsion for injection (GlaxoSmithKline UK Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9837201000006118",NA,NA,NA,NA,NA,NA,NA,NA,"GlaxoSmithKline UK Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pandemic","^ESCTPA983721","9837211000006115","DS","397","Pandemrix vaccine emulsion and suspension for emulsion for injection (GlaxoSmithKline UK Ltd) 500 dose 500x0.5ml dose(0.25ml+0.25ml)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9837211000006115",NA,NA,NA,NA,NA,NA,NA,NA,"GlaxoSmithKline UK Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA4666EMIS","383731000033110","DS","398","Pasteur Merieux Inactivated Influenza",NA,NA,NA,NA,NA,NA,NA,NA,"DS","383731000033110",NA,NA,NA,NA,NA,NA,NA,NA,"Pasteur Merieux","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EMISNQPA146","1788041000006111","DS","399","Patient specific direction to administer influenza vaccination",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1788041000006111","EMISNQPA146","","1788041000006107","1788041000006111",NA,"9","1788041000006107","1788041000006111","","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRGA95150NEMIS","2137331000033118","DS","400","Pfizer Inactivated Influenza Split Virion",NA,NA,NA,NA,NA,NA,NA,NA,"DS","2137331000033118",NA,NA,NA,NA,NA,NA,NA,NA,"Pfizer","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","DRGA51923NEMIS","1327531000033117","DS","401","Preflucel",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1327531000033117",NA,NA,NA,NA,NA,NA,NA,NA,"Baxter Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","DRGA51923NEMIS","9390281000006119","DS","402","Preflucel",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9390281000006119",NA,NA,NA,NA,NA,NA,NA,NA,"Baxter Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","^ESCTPR939028","1327531000033117","DS","403","Preflucel",NA,NA,NA,NA,NA,NA,NA,NA,"DS","1327531000033117",NA,NA,NA,NA,NA,NA,NA,NA,"Baxter Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","^ESCTPR939028","9390281000006119","DS","404","Preflucel",NA,NA,NA,NA,NA,NA,NA,NA,"DS","9390281000006119",NA,NA,NA,NA,NA,NA,NA,NA,"Baxter Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","^ESCTPR1027628","10276281000006116","DS","405","Preflucel vaccine suspension for injection 0.5ml pre-filled syringes (Baxter Healthcare Ltd)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10276281000006116",NA,NA,NA,NA,NA,NA,NA,NA,"Baxter Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seasonal","^ESCTPR1027629","10276291000006118","DS","406","Preflucel vaccine suspension for injection 0.5ml pre-filled syringes (Baxter Healthcare Ltd) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","10276291000006118",NA,NA,NA,NA,NA,NA,"20292311000001101",NA,"Baxter Healthcare Ltd","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCTPR712027","7120271000006112","DS","407","Product containing influenza virus vaccine in nasal dosage form",NA,NA,NA,NA,NA,NA,NA,NA,"DS","7120271000006112",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1234867","12348671000006117","DS","408","Product containing Influenza virus vaccine in nasal dosage form",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12348671000006117",NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1260613","12606131000006110","DS","409","Quadrivalent influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur)",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12606131000006110",NA,NA,NA,NA,NA,NA,NA,NA,"Sanofi Pasteur","1"
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"^ESCT1260614","12606141000006117","DS","410","Quadrivalent influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes (Sanofi Pasteur) 1 pre-filled disposable injection",NA,NA,NA,NA,NA,NA,NA,NA,"DS","12606141000006117",NA,NA,NA,NA,NA,NA,"34680511000001106",NA,"Sanofi Pasteur","1"
